song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Kinfolks,2019-11-23,Sam Hunt,65,72,64,5,d97db829-66ef-4ea3-a374-46cf5cde2571
Heartache Medication,2019-11-23,Jon Pardi,71,75,71,7,ff04ddb0-a873-4766-ba1b-aeb2e3106ab3
Better Together,2019-11-23,Luke Combs,72,,72,1,423e5b04-5aaa-4e5c-b34e-7958933394b9
Lonely Child,2019-11-23,YoungBoy Never Broke Again,73,58,44,5,406ccf2f-da98-409a-acc5-c78511e081c1
Everything I Wanted,2019-11-23,Billie Eilish,74,,74,1,c205a615-d1ee-468c-9fca-dda3cf8f9937
Tip Of My Tongue,2019-11-23,Kenny Chesney,75,73,73,18,033b6083-bdc7-4740-a8b2-a9546625550a
Ridin' Roads,2019-11-23,Dustin Lynch,76,88,76,2,43740091-d760-4f84-a428-49e76e578ff0
I Don't Know About You,2019-11-23,Chris Lane,77,76,39,19,8bc989a4-3153-46ad-bc6f-03d9558a5a7b
Tusa,2019-11-23,Karol G & Nicki Minaj,78,,78,1,5032af34-43ea-4c49-a906-f0b69b5805e2
Slow Dancing In The Dark,2019-11-23,Joji,79,69,69,6,38662c62-3b11-441f-848f-8e0ddf1cae40
All The Good Girls Go To Hell,2019-11-23,Billie Eilish,80,89,46,4,5abfb673-d2c0-4472-bae1-6f41c1a0c709
Yellow Hearts,2019-11-23,Ant Saunders,81,,81,1,b8320737-92fe-4f24-bf3b-db2d90edd490
It All Comes Out In The Wash,2019-11-23,Miranda Lambert,82,70,70,2,1e6c5ab9-3ee6-4475-85d3-a9c4b52aca28
Jerry Sprunger,2019-11-23,Tory Lanez & T-Pain,83,,83,1,4b7f2089-72c5-4049-96cc-8fafdc918ff3
La Cancion,2019-11-23,J Balvin & Bad Bunny,84,,84,5,a3171d92-c25f-4d8d-8416-e90c5d6c100d
Valentino,2019-11-23,24kGoldn,92,,92,1,bad7e435-91df-4e1a-a3e8-3aaa8af2a2b1
What Happens In A Small Town,2019-11-23,Brantley Gilbert + Lindsay Ell,93,53,53,14,facad4d6-c2ec-4d03-8297-305f053714ed
Lalala,2019-11-23,Y2K & bbno$,94,,55,19,672fb9a2-7560-4c1b-9516-40c39ce4e630
Living,2019-11-23,Dierks Bentley,95,93,51,16,17b74b26-9348-46a1-89fa-3a4f9f16a5a5
Somebody,2019-11-23,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",96,99,96,4,5edbb185-6dd8-4f22-8fda-790ef653064c
Come Thru,2019-11-23,Summer Walker & Usher,97,97,42,6,83f61277-ed51-41d1-98e9-8dfb98cf9dd7
Immortal,2019-11-23,21 Savage,100,55,55,2,106ced3b-8782-4bed-9f5a-06deb9ad9163
Circles,2019-11-30,Post Malone,1,2,1,12,a02e147c-18d3-4d2a-aa3d-4444ce90b517
Someone You Loved,2019-11-30,Lewis Capaldi,2,1,1,28,5a0f5be9-fb55-4798-8564-cf4598def9ed
Good As Hell,2019-11-30,Lizzo,3,4,3,13,d5f85796-2033-42ed-a9d4-46b48b309573
Memories,2019-11-30,Maroon 5,4,5,4,9,6c582ace-bed2-4132-9cfd-0728534d19a4
Truth Hurts,2019-11-30,Lizzo,10,6,1,29,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
Panini,2019-11-30,Lil Nas X,11,9,5,22,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
Roxanne,2019-11-30,Arizona Zervas,12,27,12,3,dd8755ed-6061-4c8b-a26d-927609bc3e65
Trampoline,2019-11-30,SHAED,13,14,13,25,51ae7463-3af5-4888-a468-895bebcbd37c
HIGHEST IN THE ROOM,2019-11-30,Travis Scott,14,12,1,7,818548d8-869f-49e4-97b5-aff0eac2aab0
Lover,2019-11-30,Taylor Swift,15,26,10,14,fc3d8af5-af6e-4ea8-b9bf-a6294a13c89e
Woah,2019-11-30,Lil Baby,16,19,16,2,6c57bae0-2618-4e29-b4c3-8db2d66459a2
Bad Guy,2019-11-30,Billie Eilish,17,13,1,34,1e9792da-e83d-4a4f-843b-6799efa84108
BOP,2019-11-30,DaBaby,18,67,18,8,0c35a586-73a9-4f86-ae74-a2897aa44c55
Dance Monkey,2019-11-30,Tones And I,19,23,19,7,f62719cf-f06a-470b-aa98-acc2484a40f4
Ballin',2019-11-30,Mustard & Roddy Ricch,20,25,20,18,ac75cc17-716b-4916-a601-12dca645d7d4
One Man Band,2019-11-30,Old Dominion,22,20,20,13,ed692d2f-8072-4848-bb10-d9e03da4cac9
Only Human,2019-11-30,Jonas Brothers,24,18,18,23,4ff52497-b2ae-457b-9d1f-9233bff403ee
I Don't Care,2019-11-30,Ed Sheeran & Justin Bieber,30,24,2,28,7dd04da7-d337-4bda-ae6a-031a3653ae57
All I Want For Christmas Is You,2019-11-30,Mariah Carey,31,39,3,32,7a5d139d-e4ec-4bbf-a2c4-8df2c82d2f90
Talk,2019-11-30,Khalid,32,29,3,41,31dc0c27-2927-48a6-b622-823c15f824b4
Goodbyes,2019-11-30,Post Malone Featuring Young Thug,33,30,3,20,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Baby,2019-11-30,Lil Baby & DaBaby,34,34,21,18,062f8de2-0b5a-467e-ae3f-70cc30440ccb
How Do You Sleep?,2019-11-30,Sam Smith,35,31,24,18,ebc71d87-c1c6-404c-84b9-3a8e92287268
Playing Games,2019-11-30,Summer Walker,36,33,16,12,44ab8b80-35d4-46f2-89ec-724f523b3554
Sucker,2019-11-30,Jonas Brothers,38,32,1,38,abb7a870-6ffb-4d24-b103-bbe638fc6aeb
Graveyard,2019-11-30,Halsey,39,42,39,10,fcb4ac0c-1062-4c60-97d2-e80054b92e8c
Suge,2019-11-30,DaBaby,40,37,7,34,fde4aee5-feb2-4222-aef3-962834d80929
Hot Girl Bummer,2019-11-30,blackbear,41,45,41,10,b0f80945-222c-4a2b-9b71-edc533cd4207
Don't Start Now,2019-11-30,Dua Lipa,42,46,30,3,bd53c333-f1bd-465b-81ae-3c1f2ff28fa3
Time,2019-11-30,NF,43,43,41,18,adad55ad-075a-489d-9a15-96800e5cd8c2
Jerry Sprunger,2019-11-30,Tory Lanez & T-Pain,44,83,44,2,4b7f2089-72c5-4049-96cc-8fafdc918ff3
The Bones,2019-11-30,Maren Morris,50,48,48,9,2e141c99-e791-435d-91de-db64e6b333cc
Juicy,2019-11-30,Doja Cat & Tyga,51,47,47,4,db27096f-9347-483d-aa99-05121c7b1c45
Follow God,2019-11-30,Kanye West,52,38,7,4,55fad092-c487-42db-b9dd-af090087788f
Remember You Young,2019-11-30,Thomas Rhett,53,53,53,10,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f
Heart On Ice,2019-11-30,Rod Wave,54,56,54,2,b124f68f-ad32-42a0-bc0d-26e2a88bb965
223's,2019-11-30,YNW Melly & 9lokknine,56,44,34,11,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Camelot,2019-11-30,NLE Choppa,58,51,37,10,96ec5658-4433-47e6-a7b9-89efdb1071e2
VIBEZ,2019-11-30,DaBaby,59,52,21,8,1c1b8bcd-02c6-4406-82cc-504906de9aff
Watermelon Sugar,2019-11-30,Harry Styles,60,,60,1,d275d6cf-801f-445a-a236-c0667e5a154f
Prayed For You,2019-11-30,Matt Stell,61,57,36,16,cbdb4d38-f47a-441a-bd89-b0a0cd656ad3
Kinfolks,2019-11-30,Sam Hunt,62,65,62,6,c620cdfd-7b9b-4905-8757-09a2f1b033f4
Ridin' Roads,2019-11-30,Dustin Lynch,70,76,70,3,43740091-d760-4f84-a428-49e76e578ff0
Nice To Meet Ya,2019-11-30,Niall Horan,71,63,63,6,a2c07733-e608-4930-ab49-fc9a1ba7a40e
Liar,2019-11-30,Camila Cabello,72,55,52,11,bb990ef6-0166-4eb9-8abc-b942b89de32e
Every Little Thing,2019-11-30,Russell Dickerson,73,58,50,12,79934694-271d-4f46-8110-530c58204cfa
Tip Of My Tongue,2019-11-30,Kenny Chesney,74,75,73,19,033b6083-bdc7-4740-a8b2-a9546625550a
Falling,2019-11-30,Trevor Daniel,75,,75,1,fc379be3-84ec-4383-bc13-ab997da54111
All The Good Girls Go To Hell,2019-11-30,Billie Eilish,76,80,46,5,25c52213-2409-476c-b330-d585300526e9
Lights Up,2019-11-30,Harry Styles,77,,17,4,57f71d30-f9c5-4778-8ec1-fd9132203929
Make No Sense,2019-11-30,YoungBoy Never Broke Again,78,69,57,6,38fbd6ee-eb68-44bb-8645-a30da01f9aff
Hot Girl Summer,2019-11-30,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",79,59,11,15,621debfd-f65b-42c9-96f5-2705bbe458f1
I Don't Know About You,2019-11-30,Chris Lane,80,77,39,20,8bc989a4-3153-46ad-bc6f-03d9558a5a7b
Lonely Child,2019-11-30,YoungBoy Never Broke Again,81,73,44,6,9b714001-b424-4501-8351-7290195398c3
homecoming queen?,2019-11-30,Kelsea Ballerini,83,89,82,3,3059f77a-e9f4-4221-bd94-02d48a88ade8
Good Vibes,2019-11-30,Chris Janson,84,61,48,12,06bf0a80-f651-4044-8f5f-2ab5de174103
Up All Night,2019-11-30,Khalid,89,,89,1,4bfbcbe4-c38e-407a-b800-df70fa7a856c
Lalala,2019-11-30,Y2K & bbno$,91,94,55,20,672fb9a2-7560-4c1b-9516-40c39ce4e630
Tusa,2019-11-30,Karol G & Nicki Minaj,92,78,78,2,5032af34-43ea-4c49-a906-f0b69b5805e2
We Back,2019-11-30,Jason Aldean,93,,93,1,a3965aee-2f4d-46f3-bbee-f29f01ad96a0
Self Control,2019-11-30,YoungBoy Never Broke Again,94,86,50,11,3158e3e7-10cc-442a-bf0e-ee330ac935ad
Homesick,2019-11-30,Kane Brown,95,,95,1,6769d83e-0b63-4da4-9275-8221b098e2c6
Yellow Hearts,2019-11-30,Ant Saunders,98,81,81,2,b8320737-92fe-4f24-bf3b-db2d90edd490
RITMO (Bad Boys For Life),2019-11-30,Black Eyed Peas X J Balvin,100,,100,1,0a31fc1b-e298-446a-a6fd-4b9f707df237
Circles,2019-12-07,Post Malone,1,1,1,13,9d0a9e5c-a765-40ab-837e-99b0bb197f6c
Someone You Loved,2019-12-07,Lewis Capaldi,2,2,1,29,5a0f5be9-fb55-4798-8564-cf4598def9ed
Good As Hell,2019-12-07,Lizzo,3,3,3,14,b964521b-488d-428a-8b94-1bce15ded88b
"10,000 Hours",2019-12-07,Dan + Shay & Justin Bieber,8,9,4,8,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57
Truth Hurts,2019-12-07,Lizzo,9,10,1,30,1e88ada8-7fea-49d0-9e21-0413485fc694
No Guidance,2019-12-07,Chris Brown Featuring Drake,10,7,5,25,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Dance Monkey,2019-12-07,Tones And I,11,19,11,8,182d8302-7d5b-4d86-a120-619d283b9adb
BOP,2019-12-07,DaBaby,12,18,12,9,f3796987-0b1c-435b-ba08-71402831724c
Panini,2019-12-07,Lil Nas X,13,11,5,23,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
Bad Guy,2019-12-07,Billie Eilish,14,17,1,35,1c5f75c9-a45b-490a-9795-a81ba791495a
HIGHEST IN THE ROOM,2019-12-07,Travis Scott,15,14,1,8,818548d8-869f-49e4-97b5-aff0eac2aab0
Ballin',2019-12-07,Mustard & Roddy Ricch,16,20,16,19,ac75cc17-716b-4916-a601-12dca645d7d4
Trampoline,2019-12-07,SHAED,17,13,13,26,51ae7463-3af5-4888-a468-895bebcbd37c
All I Want For Christmas Is You,2019-12-07,Mariah Carey,18,31,3,33,7a5d139d-e4ec-4bbf-a2c4-8df2c82d2f90
Lover,2019-12-07,Taylor Swift,19,15,10,15,492b1506-29c1-4109-acf6-40d56d4073aa
One Man Band,2019-12-07,Old Dominion,22,22,20,14,ed692d2f-8072-4848-bb10-d9e03da4cac9
Even Though I'm Leaving,2019-12-07,Luke Combs,28,25,11,13,f83d1c45-322a-4337-a57a-1a23a93e4eea
Rockin' Around The Christmas Tree,2019-12-07,Brenda Lee,29,,9,28,fd81eaf6-3f34-48cf-b075-b096954207c7
Bandit,2019-12-07,Juice WRLD & YoungBoy Never Broke Again,30,28,10,8,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Heartless,2019-12-07,The Weeknd,32,,32,1,c3ddb911-0e63-4116-b66b-4d62dfa590ec
Vete,2019-12-07,Bad Bunny,33,,33,1,3313bbdc-98e4-4a92-9a9a-d31dc49bc0e6
Graveyard,2019-12-07,Halsey,34,39,34,11,fcb4ac0c-1062-4c60-97d2-e80054b92e8c
I Don't Care,2019-12-07,Ed Sheeran & Justin Bieber,35,30,2,29,7dd04da7-d337-4bda-ae6a-031a3653ae57
Talk,2019-12-07,Khalid,36,32,3,42,1a4d507e-1c64-45e9-8ee5-e3963be93c91
Don't Start Now,2019-12-07,Dua Lipa,37,42,30,4,bd53c333-f1bd-465b-81ae-3c1f2ff28fa3
Baby,2019-12-07,Lil Baby & DaBaby,39,34,21,19,062f8de2-0b5a-467e-ae3f-70cc30440ccb
How Do You Sleep?,2019-12-07,Sam Smith,40,35,24,19,ebc71d87-c1c6-404c-84b9-3a8e92287268
Goodbyes,2019-12-07,Post Malone Featuring Young Thug,41,33,3,21,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Falling,2019-12-07,Trevor Daniel,42,75,42,2,707fbe9e-feb2-49fb-9108-cd66404a9f17
Jingle Bell Rock,2019-12-07,Bobby Helms,47,,8,26,e7c0689d-3ffe-464d-80a0-d7c288f1a6bd
A Holly Jolly Christmas,2019-12-07,Burl Ives,48,,10,11,81f01e7a-78ea-4e0c-bdae-22c14b5b41d6
It's The Most Wonderful Time Of The Year,2019-12-07,Andy Williams,49,,10,11,d5577534-6621-4965-9b0d-e086c9b1f130
Juicy,2019-12-07,Doja Cat & Tyga,51,51,47,5,a1e8e2f8-cf13-4c24-9cfb-ae70b77ee36a
One Thing Right,2019-12-07,Marshmello & Kane Brown,52,45,36,23,bf93039e-4f44-4bca-822a-51031e6cfb11
The Bones,2019-12-07,Maren Morris,53,50,48,10,7add9020-1772-4c3c-acc0-0664197aa4cc
Time,2019-12-07,NF,54,43,41,19,adad55ad-075a-489d-9a15-96800e5cd8c2
Heart On Ice,2019-12-07,Rod Wave,56,54,54,3,b124f68f-ad32-42a0-bc0d-26e2a88bb965
223's,2019-12-07,YNW Melly & 9lokknine,57,56,34,12,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Who Needs Love,2019-12-07,Trippie Redd,58,,58,1,8510cf95-f417-4831-b46a-aebc0df5a6ff
What If I Never Get Over You,2019-12-07,Lady Antebellum,61,47,47,14,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f
We Were,2019-12-07,Keith Urban,68,65,65,13,1582c177-e2e9-4e83-b08a-855bbe54bb56
Prayed For You,2019-12-07,Matt Stell,69,61,36,17,b0b524ad-c1a5-472d-8e9b-b4891e2a3c81
Kinfolks,2019-12-07,Sam Hunt,70,62,62,7,c620cdfd-7b9b-4905-8757-09a2f1b033f4
Ridin' Roads,2019-12-07,Dustin Lynch,72,70,70,4,43740091-d760-4f84-a428-49e76e578ff0
Hate Me,2019-12-07,Ellie Goulding & Juice WRLD,73,69,56,16,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
Heartache Medication,2019-12-07,Jon Pardi,74,67,67,9,6d05c772-f89c-4a61-aa2e-41dd79c62f44
All The Good Girls Go To Hell,2019-12-07,Billie Eilish,76,76,46,6,5abfb673-d2c0-4472-bae1-6f41c1a0c709
Watermelon Sugar,2019-12-07,Harry Styles,77,60,60,2,d275d6cf-801f-445a-a236-c0667e5a154f
We Back,2019-12-07,Jason Aldean,78,93,78,2,a3965aee-2f4d-46f3-bbee-f29f01ad96a0
Follow God,2019-12-07,Kanye West,79,52,7,5,3e557de5-a2c7-47bd-8921-4cf6243f8e17
Jerry Sprunger,2019-12-07,Tory Lanez & T-Pain,80,44,44,3,4b7f2089-72c5-4049-96cc-8fafdc918ff3
Love Me More,2019-12-07,Trippie Redd,81,,79,2,dc2c506f-83fc-460c-9dfe-d9542b9c3421
Tip Of My Tongue,2019-12-07,Kenny Chesney,86,74,73,20,033b6083-bdc7-4740-a8b2-a9546625550a
Candy,2019-12-07,Doja Cat,87,,87,1,9dd57e53-1fd2-4c11-8e41-2cebbbedd3fe
Slow Dancing In The Dark,2019-12-07,Joji,88,85,69,8,38662c62-3b11-441f-848f-8e0ddf1cae40
Yellow Hearts,2019-12-07,Ant Saunders,90,98,81,3,b8320737-92fe-4f24-bf3b-db2d90edd490
Make No Sense,2019-12-07,YoungBoy Never Broke Again,91,78,57,7,38fbd6ee-eb68-44bb-8645-a30da01f9aff
Good Vibes,2019-12-07,Chris Janson,92,84,48,13,06bf0a80-f651-4044-8f5f-2ab5de174103
La Cancion,2019-12-07,J Balvin & Bad Bunny,93,86,84,7,a3171d92-c25f-4d8d-8416-e90c5d6c100d
Hot Girl Summer,2019-12-07,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",96,79,11,16,621debfd-f65b-42c9-96f5-2705bbe458f1
Lonely Child,2019-12-07,YoungBoy Never Broke Again,97,81,44,7,406ccf2f-da98-409a-acc5-c78511e081c1
Into The Unknown,2019-12-07,Panic! At The Disco,98,,98,1,53c7955e-f0ec-4372-bfbc-93dc5e169a0d
Show Yourself,2019-12-07,Idina Menzel & Evan Rachel Wood,99,,99,1,3a26c9d1-d826-4aad-8e61-e4764ede9f5f
Homesick,2019-12-07,Kane Brown,100,95,95,2,6769d83e-0b63-4da4-9275-8221b098e2c6
Memories,2019-12-14,Maroon 5,5,4,4,11,61c3a0dc-0ddf-4b8e-a5d4-f81cc4ad7df3
Good As Hell,2019-12-14,Lizzo,6,3,3,15,b964521b-488d-428a-8b94-1bce15ded88b
Roxanne,2019-12-14,Arizona Zervas,7,5,5,5,dd8755ed-6061-4c8b-a26d-927609bc3e65
Rockin' Around The Christmas Tree,2019-12-14,Brenda Lee,8,29,8,29,a76dc517-1129-47ec-93f9-ff1fe0976867
Lose You To Love Me,2019-12-14,Selena Gomez,9,6,1,7,d6d73b5e-bbbc-4e0e-a450-23616a47b431
"10,000 Hours",2019-12-14,Dan + Shay & Justin Bieber,10,8,4,9,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57
Blinding Lights,2019-12-14,The Weeknd,11,,11,1,5bdbfe86-4ad5-4c19-8d29-ee5f30ba628b
BOP,2019-12-14,DaBaby,12,12,12,10,0c35a586-73a9-4f86-ae74-a2897aa44c55
Dance Monkey,2019-12-14,Tones And I,13,11,11,9,fceef8ab-f844-45e8-822a-12d0ed536a4c
No Guidance,2019-12-14,Chris Brown Featuring Drake,14,10,5,26,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Senorita,2019-12-14,Shawn Mendes & Camila Cabello,15,7,1,24,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Ballin',2019-12-14,Mustard & Roddy Ricch,16,16,16,20,ac75cc17-716b-4916-a601-12dca645d7d4
Panini,2019-12-14,Lil Nas X,17,13,5,24,bc244b8c-b581-4e92-b450-86c10bce6bad
A Holly Jolly Christmas,2019-12-14,Burl Ives,18,48,10,12,3cc4cbcf-5a08-4272-b404-338935a7ff6c
Trampoline,2019-12-14,SHAED,19,17,13,27,51ae7463-3af5-4888-a468-895bebcbd37c
Truth Hurts,2019-12-14,Lizzo,22,9,1,31,1e88ada8-7fea-49d0-9e21-0413485fc694
Jingle Bell Rock,2019-12-14,Bobby Helms,23,47,8,27,e7c0689d-3ffe-464d-80a0-d7c288f1a6bd
It's The Most Wonderful Time Of The Year,2019-12-14,Andy Williams,24,49,10,12,7bc81d59-99de-4f97-bf30-067a7c38ca8d
Everything I Wanted,2019-12-14,Billie Eilish,25,26,8,4,dc0a9f7e-94ef-44e2-9307-7dd7d6d7b8cb
Last Christmas,2019-12-14,Wham!,27,46,25,11,ec2b3fdb-03ed-464a-be7a-7c0877f60cc1
"Let It Snow, Let It Snow, Let It Snow",2019-12-14,Dean Martin,28,,20,5,77278ec9-2e89-409c-92f8-013e618646d8
Woah,2019-12-14,Lil Baby,29,23,16,4,c8bd8e79-6895-46e8-8982-de4d251c1b6d
One Man Band,2019-12-14,Old Dominion,30,22,20,15,ed692d2f-8072-4848-bb10-d9e03da4cac9
Lover,2019-12-14,Taylor Swift,32,19,10,16,fc3d8af5-af6e-4ea8-b9bf-a6294a13c89e
The Christmas Song (Merry Christmas To You),2019-12-14,Nat King Cole,33,,11,18,d8a2fe45-b54a-480c-bec4-00f48e096ad9
Only Human,2019-12-14,Jonas Brothers,34,24,18,25,829ddfad-aad2-466a-a8c4-a60d67bba865
Bandit,2019-12-14,Juice WRLD & YoungBoy Never Broke Again,40,30,10,9,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Falling,2019-12-14,Trevor Daniel,41,42,41,3,707fbe9e-feb2-49fb-9108-cd66404a9f17
Don't Start Now,2019-12-14,Dua Lipa,42,37,30,5,bd53c333-f1bd-465b-81ae-3c1f2ff28fa3
Sleigh Ride,2019-12-14,The Ronettes,43,,26,4,e1b74e27-3d21-4cb6-8f74-30bad9527133
Rudolph The Red-Nosed Reindeer,2019-12-14,Gene Autry,44,,16,5,5dcae729-5c23-4ee7-a186-95daf58f5235
Graveyard,2019-12-14,Halsey,45,34,34,12,fcb4ac0c-1062-4c60-97d2-e80054b92e8c
Happy Holiday / The Holiday Season,2019-12-14,Andy Williams,47,,47,1,739bf3a9-e90f-47a2-abc1-cda5e3b9485f
Here Comes Santa Claus (Right Down Santa Claus Lane),2019-12-14,Gene Autry,48,,28,4,946361d4-390f-46a3-8348-581f335736c2
Talk,2019-12-14,Khalid,49,36,3,43,5f65f0f1-3c21-4cf6-830b-c3acb516aca5
I Don't Care,2019-12-14,Ed Sheeran & Justin Bieber,50,35,2,30,09fe14ca-7734-4fa0-9365-8159d236d7af
Baby,2019-12-14,Lil Baby & DaBaby,51,39,21,20,062f8de2-0b5a-467e-ae3f-70cc30440ccb
Playing Games,2019-12-14,Summer Walker,52,43,16,14,44ab8b80-35d4-46f2-89ec-724f523b3554
Hot Girl Bummer,2019-12-14,blackbear,53,45,41,12,2fe836a2-0dcc-4a56-978c-ac1690df8dbe
How Do You Sleep?,2019-12-14,Sam Smith,54,40,24,20,ebc71d87-c1c6-404c-84b9-3a8e92287268
Juicy,2019-12-14,Doja Cat & Tyga,56,51,47,6,a1e8e2f8-cf13-4c24-9cfb-ae70b77ee36a
The Bones,2019-12-14,Maren Morris,57,53,48,11,2e141c99-e791-435d-91de-db64e6b333cc
Time,2019-12-14,NF,58,54,41,20,adad55ad-075a-489d-9a15-96800e5cd8c2
Heart On Ice,2019-12-14,Rod Wave,59,56,54,4,b124f68f-ad32-42a0-bc0d-26e2a88bb965
VIBEZ,2019-12-14,DaBaby,61,66,21,10,1c1b8bcd-02c6-4406-82cc-504906de9aff
Remember You Young,2019-12-14,Thomas Rhett,62,62,53,12,4df92bff-0a18-4718-84ec-59f5cadc46cd
Vete,2019-12-14,Bad Bunny,63,33,33,2,3313bbdc-98e4-4a92-9a9a-d31dc49bc0e6
We Were,2019-12-14,Keith Urban,66,68,65,14,1582c177-e2e9-4e83-b08a-855bbe54bb56
What If I Never Get Over You,2019-12-14,Lady Antebellum,67,61,47,15,8bf1c752-dabb-439f-8290-9d0605a6216e
Ridin' Roads,2019-12-14,Dustin Lynch,69,72,69,5,43740091-d760-4f84-a428-49e76e578ff0
Show Yourself,2019-12-14,Idina Menzel & Evan Rachel Wood,70,99,70,2,3a26c9d1-d826-4aad-8e61-e4764ede9f5f
Heartache Medication,2019-12-14,Jon Pardi,71,74,67,10,ff04ddb0-a873-4766-ba1b-aeb2e3106ab3
Like It's Christmas,2019-12-14,Jonas Brothers,72,,72,1,cb09ddfe-e030-4c91-82f4-612c16d7efc3
Camelot,2019-12-14,NLE Choppa,73,65,37,12,645eb825-f71e-449e-8172-2d077571e48e
223's,2019-12-14,YNW Melly & 9lokknine,74,57,34,13,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Prayed For You,2019-12-14,Matt Stell,75,69,36,18,f95414b3-f9c0-4285-aaf8-bacb1016dabc
Kinfolks,2019-12-14,Sam Hunt,77,70,62,8,d97db829-66ef-4ea3-a374-46cf5cde2571
All The Good Girls Go To Hell,2019-12-14,Billie Eilish,79,76,46,7,25c52213-2409-476c-b330-d585300526e9
We Back,2019-12-14,Jason Aldean,81,78,78,3,a3965aee-2f4d-46f3-bbee-f29f01ad96a0
Who Needs Love,2019-12-14,Trippie Redd,82,58,58,2,69454b50-eefc-4b16-8467-f8bce7f6b4c4
Slow Dancing In The Dark,2019-12-14,Joji,87,88,69,9,38662c62-3b11-441f-848f-8e0ddf1cae40
Homesick,2019-12-14,Kane Brown,88,100,88,3,6769d83e-0b63-4da4-9275-8221b098e2c6
Hate Me,2019-12-14,Ellie Goulding & Juice WRLD,89,73,56,17,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
Follow God,2019-12-14,Kanye West,91,79,7,6,55fad092-c487-42db-b9dd-af090087788f
F.N,2019-12-14,Lil Tjay,93,,56,14,2b9c66a7-22b8-4b40-9775-1618e2fcdf37
Candy,2019-12-14,Doja Cat,94,87,87,2,a834a79b-6d6d-4e12-89cc-c1b46f96ef7e
Tusa,2019-12-14,Karol G & Nicki Minaj,95,,78,3,5032af34-43ea-4c49-a906-f0b69b5805e2
Make No Sense,2019-12-14,YoungBoy Never Broke Again,96,91,57,8,38fbd6ee-eb68-44bb-8645-a30da01f9aff
Jerry Sprunger,2019-12-14,Tory Lanez & T-Pain,97,80,44,4,4b7f2089-72c5-4049-96cc-8fafdc918ff3
RITMO (Bad Boys For Life),2019-12-14,Black Eyed Peas X J Balvin,98,,98,2,0a31fc1b-e298-446a-a6fd-4b9f707df237
Into The Unknown,2019-12-14,Panic! At The Disco,99,98,98,2,53c7955e-f0ec-4372-bfbc-93dc5e169a0d
La Cancion,2019-12-14,J Balvin & Bad Bunny,100,93,84,8,a3171d92-c25f-4d8d-8416-e90c5d6c100d
All I Want For Christmas Is You,2019-12-21,Mariah Carey,1,3,1,35,8e7ed4e4-bd17-495d-a14a-952d5ac1155f
Someone You Loved,2019-12-21,Lewis Capaldi,4,4,1,31,5a0f5be9-fb55-4798-8564-cf4598def9ed
Good As Hell,2019-12-21,Lizzo,5,6,3,16,b964521b-488d-428a-8b94-1bce15ded88b
Roxanne,2019-12-21,Arizona Zervas,6,7,5,6,dd8755ed-6061-4c8b-a26d-927609bc3e65
Memories,2019-12-21,Maroon 5,7,5,4,12,61c3a0dc-0ddf-4b8e-a5d4-f81cc4ad7df3
Lucid Dreams,2019-12-21,Juice WRLD,8,,2,47,dc6c8398-f866-4334-a2a2-e586a7ddcb94
Dance Monkey,2019-12-21,Tones And I,9,13,9,10,fceef8ab-f844-45e8-822a-12d0ed536a4c
A Holly Jolly Christmas,2019-12-21,Burl Ives,10,18,10,13,81f01e7a-78ea-4e0c-bdae-22c14b5b41d6
BOP,2019-12-21,DaBaby,11,12,11,11,f3796987-0b1c-435b-ba08-71402831724c
Bandit,2019-12-21,Juice WRLD & YoungBoy Never Broke Again,12,40,10,10,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Lose You To Love Me,2019-12-21,Selena Gomez,13,9,1,8,87370e5e-be85-4708-94dd-389a2b471ada
"10,000 Hours",2019-12-21,Dan + Shay & Justin Bieber,14,10,4,10,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57
Jingle Bell Rock,2019-12-21,Bobby Helms,15,23,8,28,e7c0689d-3ffe-464d-80a0-d7c288f1a6bd
Senorita,2019-12-21,Shawn Mendes & Camila Cabello,16,15,1,25,bef6b06e-f06a-4af4-a4c4-8b91a9864847
